id,userid,role,platform,action,createdate
2872,2318,person,weixin,login,2016/8/16 18:11
1386,2325,person,weixin,login,2016/8/15 8:08
14465,2328,worker,weixin,login,2016/8/30 21:49
1268,2352,worker,android,knockoff,2016/8/12 18:08
10670,2355,person,weixin,login,2016/8/26 15:12
16117,2358,worker,weixin,login,2016/9/1 17:21
1432,2365,worker,weixin,login,2016/8/15 9:33
2665,2374,worker,ios,knockoff,2016/8/16 15:31
14259,2374,worker,weixin,login,2016/8/30 17:14
5901,2381,worker,weixin,login,2016/8/20 11:34
1884,2387,person,weixin,login,2016/8/15 18:44
29409,2396,person,weixin,login,2016/9/18 11:19
6374,2399,person,weixin,login,2016/8/20 19:13
10799,2404,person,weixin,login,2016/8/26 16:53
1551,2410,worker,weixin,login,2016/8/15 11:57
9776,2417,person,weixin,login,2016/8/25 13:56
1445,2425,person,weixin,login,2016/8/15 9:47
9412,2440,worker,weixin,login,2016/8/24 22:10
29446,2452,person,weixin,login,2016/9/18 12:09
16801,2464,person,weixin,login,2016/9/2 15:18
40793,2467,worker,weixin,login,2016/10/1 21:46
1854,2480,person,weixin,login,2016/8/15 18:12
7491,2484,person,weixin,login,2016/8/22 13:11
18263,2487,worker,weixin,login,2016/9/4 10:08
2258,2490,person,weixin,login,2016/8/16 10:36
22666,2496,worker,weixin,login,2016/9/9 8:26
23256,2500,worker,weixin,login,2016/9/9 18:32
10974,2515,worker,weixin,login,2016/8/26 19:33
3141,2518,person,weixin,login,2016/8/17 7:54
1369,2521,worker,weixin,login,2016/8/15 6:51
4791,2524,person,weixin,login,2016/8/19 10:02
1123,2527,worker,android,knockoff,2016/8/10 17:46
1403,2527,person,weixin,login,2016/8/15 8:42
23474,2533,worker,weixin,login,2016/9/10 6:49
8229,2537,person,weixin,login,2016/8/23 15:44
15066,2539,worker,weixin,login,2016/8/31 19:40
1545,2543,merchant,weixin,login,2016/8/15 11:51
22692,2549,merchant,weixin,login,2016/9/9 9:32
40692,2565,merchant,weixin,login,2016/10/1 16:24
1624,2568,worker,weixin,login,2016/8/15 13:32
35020,2579,person,weixin,login,2016/9/24 18:43
9641,2586,merchant,weixin,login,2016/8/25 12:06
1616,2597,worker,ios,knockoff,2016/8/15 13:26
1498,2597,person,weixin,login,2016/8/15 11:15
17991,2600,worker,weixin,login,2016/9/3 21:05
52692,2613,merchant,weixin,login,2016/10/18 10:26
1762,2644,person,weixin,login,2016/8/15 16:16
9982,2664,worker,weixin,login,2016/8/25 17:31
1576,2675,worker,weixin,login,2016/8/15 12:40
28094,2691,merchant,weixin,login,2016/9/16 16:52
1221,2746,worker,android,knockoff,2016/8/12 7:30
3168,2746,person,weixin,login,2016/8/17 8:36
19019,2755,person,weixin,login,2016/9/5 9:04
7449,2769,person,weixin,login,2016/8/22 12:11
7450,2772,merchant,weixin,login,2016/8/22 12:13
1499,2778,worker,weixin,login,2016/8/15 11:15
1340,2784,person,weixin,login,2016/8/14 23:51
44074,2793,person,weixin,login,2016/10/7 15:04
17117,2800,person,weixin,login,2016/9/2 19:17
11450,2803,person,weixin,login,2016/8/27 14:27
4473,2809,merchant,weixin,login,2016/8/18 17:59
6849,2831,worker,weixin,login,2016/8/21 13:31
20789,2839,worker,weixin,login,2016/9/7 2:02
17587,2848,person,weixin,login,2016/9/3 14:22
3725,2858,worker,weixin,login,2016/8/17 18:37
7283,2866,worker,weixin,login,2016/8/22 9:12
9603,2871,worker,weixin,login,2016/8/25 10:53
9629,2877,worker,weixin,login,2016/8/25 11:44
48044,2883,worker,weixin,login,2016/10/12 14:25
21693,2891,worker,weixin,login,2016/9/7 22:22
27779,2894,worker,weixin,login,2016/9/16 11:32
17086,2898,person,weixin,login,2016/9/2 18:41
6096,2909,merchant,weixin,login,2016/8/20 14:08
2341,2915,person,weixin,login,2016/8/16 11:11
6147,2918,person,weixin,login,2016/8/20 14:59
6156,2941,worker,weixin,login,2016/8/20 15:22
50010,2945,worker,weixin,login,2016/10/14 15:30
9137,2951,worker,weixin,login,2016/8/24 15:53
52085,2954,person,weixin,login,2016/10/17 14:20
31975,2972,merchant,weixin,login,2016/9/21 14:21
2950,2978,worker,weixin,login,2016/8/16 19:32
8831,3002,person,weixin,login,2016/8/24 12:05
2850,3005,worker,weixin,login,2016/8/16 17:57
46821,3007,worker,android,knockoff,2016/10/10 20:28
1730,3007,person,weixin,login,2016/8/15 15:23
22778,3025,person,weixin,login,2016/9/9 11:12
35690,3034,worker,weixin,login,2016/9/25 18:20
1451,3040,person,weixin,login,2016/8/15 9:52
13562,3047,worker,weixin,login,2016/8/29 21:20
4735,3050,worker,weixin,login,2016/8/19 9:15
40277,3053,worker,weixin,login,2016/9/30 18:44
35363,3056,worker,weixin,login,2016/9/25 12:19
43634,3059,worker,android,knockoff,2016/10/6 22:05
2151,3059,person,weixin,login,2016/8/16 9:29
8220,3062,person,weixin,login,2016/8/23 15:41
41329,3136,worker,weixin,login,2016/10/3 10:07
5883,3139,merchant,weixin,login,2016/8/20 11:09
13510,3144,worker,weixin,login,2016/8/29 20:38
1733,3150,person,weixin,login,2016/8/15 15:27
48993,3153,worker,weixin,login,2016/10/13 12:41
22888,3169,worker,weixin,login,2016/9/9 12:58
15057,3181,worker,weixin,login,2016/8/31 19:35
46060,3187,merchant,weixin,login,2016/10/9 22:40
48382,3196,person,weixin,login,2016/10/12 18:49
1736,3200,person,weixin,login,2016/8/15 15:30
14792,3203,person,weixin,login,2016/8/31 14:40
23028,3207,merchant,weixin,login,2016/9/9 14:59
33026,3210,worker,weixin,login,2016/9/22 15:11
3714,3219,person,weixin,login,2016/8/17 18:28
2579,3224,person,weixin,login,2016/8/16 14:31
10130,3227,person,weixin,login,2016/8/25 19:44
34094,3253,person,weixin,login,2016/9/23 18:51
7604,3272,person,weixin,login,2016/8/22 14:54
40245,3291,person,weixin,login,2016/9/30 18:16
13190,3297,worker,weixin,login,2016/8/29 16:02
51031,3299,person,weixin,login,2016/10/15 20:38
4812,3302,person,weixin,login,2016/8/19 10:11
1595,3305,person,weixin,login,2016/8/15 12:54
4939,3307,person,weixin,login,2016/8/19 11:59
28028,3310,person,weixin,login,2016/9/16 15:38
1682,3314,person,weixin,login,2016/8/15 14:38
17195,3316,worker,weixin,login,2016/9/2 22:18
36518,3320,worker,weixin,login,2016/9/26 17:23
2951,3323,worker,weixin,login,2016/8/16 19:33
2282,3329,person,weixin,login,2016/8/16 10:49
28251,3336,merchant,weixin,login,2016/9/16 18:47
1367,3345,worker,weixin,login,2016/8/15 6:12
14791,3390,worker,weixin,login,2016/8/31 14:39
8516,3397,person,weixin,login,2016/8/23 19:56
16062,3409,person,weixin,login,2016/9/1 16:49
3395,3436,person,weixin,login,2016/8/17 13:13
3441,3445,person,weixin,login,2016/8/17 13:56
47721,3463,worker,weixin,login,2016/10/12 6:53
22823,3475,person,weixin,login,2016/9/9 11:45
2679,3477,person,weixin,login,2016/8/16 15:34
34368,3500,worker,weixin,login,2016/9/24 11:33
1391,3519,person,weixin,login,2016/8/15 8:19
12938,3525,worker,weixin,login,2016/8/29 12:58
15716,3534,person,weixin,login,2016/9/1 12:05
4594,3549,person,weixin,login,2016/8/18 21:08
37017,3552,merchant,weixin,login,2016/9/27 11:02
15028,3560,merchant,weixin,login,2016/8/31 19:22
10812,3578,person,weixin,login,2016/8/26 16:57
21623,3591,person,weixin,login,2016/9/7 20:30
2386,3597,worker,weixin,login,2016/8/16 11:57
6634,3602,person,weixin,login,2016/8/21 9:28
29040,3605,worker,android,knockoff,2016/9/17 19:22
5598,3605,worker,weixin,login,2016/8/19 22:01
7021,3608,person,weixin,login,2016/8/21 17:01
51428,3611,person,weixin,login,2016/10/16 14:02
40416,3620,worker,weixin,login,2016/9/30 23:02
1204,3624,worker,android,knockoff,2016/8/11 22:18
7607,3624,person,weixin,login,2016/8/22 14:56
45988,3630,person,weixin,login,2016/10/9 20:24
1191,3636,worker,android,knockoff,2016/8/11 19:59
1401,3636,person,weixin,login,2016/8/15 8:41
15372,3642,worker,weixin,login,2016/9/1 8:49
6571,3648,worker,weixin,login,2016/8/21 0:14
16094,3651,person,weixin,login,2016/9/1 17:08
21412,3661,worker,weixin,login,2016/9/7 16:37
2565,3665,worker,weixin,login,2016/8/16 14:10
29402,3668,worker,weixin,login,2016/9/18 11:12
2675,3684,person,weixin,login,2016/8/16 15:33
34241,3693,merchant,weixin,login,2016/9/24 8:01
1714,3702,worker,weixin,login,2016/8/15 15:03
13832,3705,person,weixin,login,2016/8/30 11:02
6912,3708,person,weixin,login,2016/8/21 14:16
1562,3715,worker,weixin,login,2016/8/15 12:14
1277,3727,worker,android,knockoff,2016/8/12 22:14
5454,3727,person,weixin,login,2016/8/19 19:52
20721,3733,person,weixin,login,2016/9/6 21:33
6950,3745,worker,android,knockoff,2016/8/21 15:38
12481,3745,person,weixin,login,2016/8/28 19:46
23082,3754,person,weixin,login,2016/9/9 15:36
3093,3757,worker,weixin,login,2016/8/16 22:41
9659,3760,person,weixin,login,2016/8/25 12:17
46894,3763,worker,weixin,login,2016/10/10 23:01
2160,3771,worker,weixin,login,2016/8/16 9:39
6269,3774,person,weixin,login,2016/8/20 17:13
1429,3779,worker,weixin,login,2016/8/15 9:26
1588,3782,person,weixin,login,2016/8/15 12:48
2814,3786,worker,weixin,login,2016/8/16 17:32
1649,3789,worker,weixin,login,2016/8/15 14:11
8881,3848,person,weixin,login,2016/8/24 12:30
3926,3852,person,weixin,login,2016/8/18 5:08
1366,3855,worker,weixin,login,2016/8/15 6:09
8527,3858,worker,ios,knockoff,2016/8/23 20:07
6349,3858,worker,weixin,login,2016/8/20 18:27
39971,3863,worker,weixin,login,2016/9/30 13:07
5688,3878,person,weixin,login,2016/8/20 8:59
19476,3884,worker,weixin,login,2016/9/5 15:01
22798,3905,worker,weixin,login,2016/9/9 11:23
10163,3911,worker,weixin,login,2016/8/25 20:51
27353,3914,worker,weixin,login,2016/9/15 8:11
5912,3919,worker,weixin,login,2016/8/20 11:40
1085,3922,worker,android,knockoff,2016/8/9 17:57
42853,3922,person,weixin,login,2016/10/6 11:07
2479,3930,worker,weixin,login,2016/8/16 13:17
6778,3933,worker,weixin,login,2016/8/21 12:02
1701,3936,person,weixin,login,2016/8/15 14:48
1960,3942,worker,weixin,login,2016/8/15 20:55
21804,3948,worker,weixin,login,2016/9/8 9:30
1405,3957,person,weixin,login,2016/8/15 8:42
8117,3960,person,weixin,login,2016/8/23 13:56
48496,3963,worker,android,knockoff,2016/10/12 19:39
26520,3963,worker,weixin,login,2016/9/13 22:29
21450,3969,worker,weixin,login,2016/9/7 17:37
8579,3986,worker,weixin,login,2016/8/23 21:02
1657,3991,person,weixin,login,2016/8/15 14:17
3343,4014,worker,weixin,login,2016/8/17 12:09
3698,4017,worker,weixin,login,2016/8/17 18:11
10305,4032,merchant,weixin,login,2016/8/26 8:27
5430,4041,merchant,weixin,login,2016/8/19 19:38
1508,4059,person,weixin,login,2016/8/15 11:25
20164,4074,merchant,weixin,login,2016/9/6 12:03
38392,4082,merchant,weixin,login,2016/9/28 16:33
24490,4088,worker,weixin,login,2016/9/11 13:37
12649,4109,person,weixin,login,2016/8/29 1:05
7514,4112,person,weixin,login,2016/8/22 13:33
13946,4127,worker,weixin,login,2016/8/30 12:51
31597,4153,person,weixin,login,2016/9/20 21:25
2505,4156,person,weixin,login,2016/8/16 13:35
10102,4161,person,weixin,login,2016/8/25 19:23
2310,4181,person,weixin,login,2016/8/16 11:00
26260,4191,worker,weixin,login,2016/9/13 16:40
44872,4197,merchant,weixin,login,2016/10/8 15:49
1479,4206,merchant,weixin,login,2016/8/15 10:36
2126,4218,person,weixin,login,2016/8/16 9:21
10122,4221,worker,weixin,login,2016/8/25 19:36
35402,4244,person,weixin,login,2016/9/25 13:14
37435,4260,person,weixin,login,2016/9/27 17:05
15137,4302,worker,weixin,login,2016/8/31 20:35
1871,4320,worker,weixin,login,2016/8/15 18:34
3542,4329,person,weixin,login,2016/8/17 15:43
33014,4341,person,weixin,login,2016/9/22 15:00
1710,4348,worker,weixin,login,2016/8/15 15:01
1337,4351,worker,weixin,login,2016/8/14 23:46
6207,4354,person,weixin,login,2016/8/20 16:12
32928,4374,person,weixin,login,2016/9/22 13:48
19553,4410,merchant,weixin,login,2016/9/5 16:08
23070,4413,merchant,weixin,login,2016/9/9 15:32
14730,4424,worker,weixin,login,2016/8/31 13:18
32124,4449,worker,weixin,login,2016/9/21 16:18
2589,4455,person,weixin,login,2016/8/16 14:35
50608,4466,merchant,weixin,login,2016/10/15 12:03
28824,4469,merchant,weixin,login,2016/9/17 15:56
8006,4475,worker,weixin,login,2016/8/23 10:44
8430,4523,worker,android,knockoff,2016/8/23 18:21
2060,4523,worker,weixin,login,2016/8/16 7:06
32865,4550,merchant,weixin,login,2016/9/22 12:41
7388,4559,merchant,weixin,login,2016/8/22 11:09
8342,4588,person,weixin,login,2016/8/23 17:34
17083,4590,worker,android,knockoff,2016/9/2 18:39
17072,4590,worker,weixin,login,2016/9/2 18:26
3631,4594,worker,android,knockoff,2016/8/17 17:22
2166,4594,person,weixin,login,2016/8/16 9:46
1274,4597,worker,ios,startword,2016/8/12 19:03
1360,4597,person,weixin,login,2016/8/15 0:54
4217,4600,person,weixin,login,2016/8/18 13:27
16721,4603,worker,weixin,login,2016/9/2 14:38
1711,4605,worker,weixin,login,2016/8/15 15:01
27155,4608,worker,weixin,login,2016/9/14 18:55
6097,4614,person,weixin,login,2016/8/20 14:08
8595,4620,person,weixin,login,2016/8/23 21:25
1118,4641,worker,android,knockoff,2016/8/10 13:59
4293,4641,merchant,weixin,login,2016/8/18 14:57
2112,4715,person,weixin,login,2016/8/16 9:12
6895,4739,person,weixin,login,2016/8/21 13:58
2577,4751,person,weixin,login,2016/8/16 14:27
51817,4858,merchant,weixin,login,2016/10/17 9:48
10374,4876,person,weixin,login,2016/8/26 10:20
39721,4899,merchant,weixin,login,2016/9/30 5:02
37359,4902,merchant,weixin,login,2016/9/27 16:18
1654,4905,worker,weixin,login,2016/8/15 14:14
15681,4908,person,weixin,login,2016/9/1 11:58
9386,4911,worker,weixin,login,2016/8/24 21:31
19849,4920,worker,android,knockoff,2016/9/5 22:37
6417,4920,worker,weixin,login,2016/8/20 19:58
31919,4949,merchant,weixin,login,2016/9/21 13:23
15292,4953,merchant,weixin,login,2016/8/31 23:12
10820,4993,person,weixin,login,2016/8/26 17:05
1799,7350,worker,weixin,login,2016/8/15 16:53
1469,7381,merchant,weixin,login,2016/8/15 10:20
38807,7384,person,weixin,login,2016/9/29 8:53
4101,7445,person,weixin,login,2016/8/18 11:29
16368,7450,worker,weixin,login,2016/9/1 21:51
2376,7453,person,weixin,login,2016/8/16 11:46
22520,7456,person,weixin,login,2016/9/8 20:24
29081,7465,worker,weixin,login,2016/9/17 20:52
4414,7467,worker,weixin,login,2016/8/18 17:04
1941,7480,worker,weixin,login,2016/8/15 20:07
22694,7486,person,weixin,login,2016/9/9 9:37
1413,7489,person,weixin,login,2016/8/15 8:47
8064,7492,worker,weixin,login,2016/8/23 12:06
9336,7495,person,weixin,login,2016/8/24 20:03
1675,7499,person,weixin,login,2016/8/15 14:32
1908,7517,worker,weixin,login,2016/8/15 19:19
40231,7543,worker,android,knockoff,2016/9/30 18:09
15075,7543,worker,weixin,login,2016/8/31 19:42
1199,7546,worker,android,knockoff,2016/8/11 21:28
2924,7546,person,weixin,login,2016/8/16 18:55
28420,7549,worker,weixin,login,2016/9/17 8:35
1964,7553,person,weixin,login,2016/8/15 21:01
45394,7565,person,weixin,login,2016/10/9 9:26
1351,7569,worker,weixin,login,2016/8/15 0:05
2754,7575,person,weixin,login,2016/8/16 16:52
3708,7578,person,weixin,login,2016/8/17 18:25
11971,7581,person,weixin,login,2016/8/28 10:16
15106,7605,worker,weixin,login,2016/8/31 20:07
9459,7633,person,weixin,login,2016/8/25 0:10
2045,7636,person,weixin,login,2016/8/16 3:26
6465,7649,person,weixin,login,2016/8/20 20:49
35100,7660,person,weixin,login,2016/9/24 20:47
4367,7662,worker,weixin,login,2016/8/18 15:59
32180,7684,merchant,weixin,login,2016/9/21 17:35
1361,7687,worker,weixin,login,2016/8/15 1:06
12618,7690,person,weixin,login,2016/8/28 22:56
14151,7705,worker,android,knockoff,2016/8/30 15:29
2068,7705,worker,weixin,login,2016/8/16 7:52
3654,7714,worker,weixin,login,2016/8/17 17:49
1747,7729,worker,weixin,login,2016/8/15 15:59
1443,7732,worker,weixin,login,2016/8/15 9:46
47288,7737,merchant,weixin,login,2016/10/11 15:16
2132,7738,person,weixin,login,2016/8/16 9:22
22290,7739,worker,weixin,login,2016/9/8 16:21
12124,7745,worker,weixin,login,2016/8/28 12:23
12483,7746,person,weixin,login,2016/8/28 19:46
4262,7748,person,weixin,login,2016/8/18 14:37
4160,7751,person,weixin,login,2016/8/18 11:55
1680,7754,worker,weixin,login,2016/8/15 14:36
17112,7771,person,weixin,login,2016/9/2 19:07
1197,7772,worker,ios,knockoff,2016/8/11 21:09
2372,7772,person,weixin,login,2016/8/16 11:44
15689,7783,worker,weixin,login,2016/9/1 12:01
4760,7784,person,weixin,login,2016/8/19 9:42
1558,7786,person,weixin,login,2016/8/15 12:06
8553,7789,person,weixin,login,2016/8/23 20:43
22911,7790,person,weixin,login,2016/9/9 13:19
21016,7792,worker,ios,knockoff,2016/9/7 11:28
2319,7792,person,weixin,login,2016/8/16 11:04
2102,7799,person,weixin,login,2016/8/16 9:01
13014,7800,worker,weixin,login,2016/8/29 14:00
36663,7809,merchant,weixin,login,2016/9/26 19:33
25363,7816,person,weixin,login,2016/9/12 16:42
8985,7818,merchant,weixin,login,2016/8/24 13:39
13018,7819,worker,weixin,login,2016/8/29 14:03
9356,7820,person,weixin,login,2016/8/24 20:42
23019,7828,merchant,weixin,login,2016/9/9 14:51
15157,7835,worker,weixin,login,2016/8/31 20:50
3295,7837,worker,weixin,login,2016/8/17 11:26
22223,7859,merchant,weixin,login,2016/9/8 15:24
34033,7862,person,weixin,login,2016/9/23 18:03
3166,7876,worker,android,knockoff,2016/8/17 8:29
1375,7876,person,weixin,login,2016/8/15 7:16
12166,7878,person,weixin,login,2016/8/28 13:04
1717,7879,person,weixin,login,2016/8/15 15:06
5339,7880,person,weixin,login,2016/8/19 18:18
2811,7881,person,weixin,login,2016/8/16 17:30
21735,7889,worker,weixin,login,2016/9/8 1:28
10833,7892,worker,weixin,login,2016/8/26 17:35
1353,7900,worker,weixin,login,2016/8/15 0:10
6115,7905,person,weixin,login,2016/8/20 14:23
17667,7906,worker,weixin,login,2016/9/3 15:39
1502,7908,person,weixin,login,2016/8/15 11:16
45135,7915,worker,weixin,login,2016/10/8 19:51
20718,7918,worker,weixin,login,2016/9/6 21:23
6879,7919,person,weixin,login,2016/8/21 13:55
13824,7920,person,weixin,login,2016/8/30 10:51
3266,7921,worker,weixin,login,2016/8/17 10:58
14509,7923,person,weixin,login,2016/8/30 23:00
15141,7928,worker,weixin,login,2016/8/31 20:40
38743,7929,person,weixin,login,2016/9/28 23:59
1615,7932,person,weixin,login,2016/8/15 13:26
5527,7941,worker,weixin,login,2016/8/19 20:49
3303,7942,person,weixin,login,2016/8/17 11:31
4755,7943,person,weixin,login,2016/8/19 9:36
12256,7944,person,weixin,login,2016/8/28 14:30
17235,7948,merchant,weixin,login,2016/9/3 7:41
2417,7951,person,weixin,login,2016/8/16 12:16
26648,7952,merchant,weixin,login,2016/9/14 10:50
3279,7954,person,weixin,login,2016/8/17 11:10
2793,7955,worker,weixin,login,2016/8/16 17:18
33303,7956,merchant,weixin,login,2016/9/22 20:24
8797,7957,worker,weixin,login,2016/8/24 11:17
15912,7959,worker,weixin,login,2016/9/1 14:37
5463,7967,person,weixin,login,2016/8/19 19:52
1608,7972,person,weixin,login,2016/8/15 13:14
5807,7976,worker,android,knockoff,2016/8/20 10:21
1966,7977,person,weixin,login,2016/8/15 21:06
4295,7978,worker,android,knockoff,2016/8/18 14:59
1848,7979,person,weixin,login,2016/8/15 18:01
38402,7980,person,weixin,login,2016/9/28 16:38
14639,7981,worker,weixin,login,2016/8/31 11:32
1721,7982,person,weixin,login,2016/8/15 15:11
1384,7983,worker,weixin,login,2016/8/15 7:54
2400,7986,person,weixin,login,2016/8/16 12:07
2028,7987,worker,weixin,login,2016/8/15 23:28
50854,7988,worker,weixin,login,2016/10/15 16:48
1235,7989,worker,ios,knockoff,2016/8/12 10:35
21090,7990,worker,weixin,login,2016/9/7 12:34
1797,7991,person,weixin,login,2016/8/15 16:49
37503,7993,person,weixin,login,2016/9/27 17:56
1422,7994,person,weixin,login,2016/8/15 9:02
6575,7995,worker,weixin,login,2016/8/21 0:31
1175,7996,worker,android,knockoff,2016/8/11 14:26
24049,7996,person,weixin,login,2016/9/10 17:45
14196,8000,worker,android,knockoff,2016/8/30 16:07
1404,8000,person,weixin,login,2016/8/15 8:42
1658,8001,person,weixin,login,2016/8/15 14:17
28301,8002,person,weixin,login,2016/9/16 19:57
31529,8005,person,weixin,login,2016/9/20 20:18
1893,8007,worker,weixin,login,2016/8/15 18:57
2991,8009,person,weixin,login,2016/8/16 20:15
1396,8013,person,weixin,login,2016/8/15 8:32
6707,8016,merchant,weixin,login,2016/8/21 11:11
8778,8019,worker,weixin,login,2016/8/24 10:57
16359,8021,person,weixin,login,2016/9/1 21:39
1967,8022,person,weixin,login,2016/8/15 21:10
10618,8023,person,weixin,login,2016/8/26 14:52
1505,8026,person,weixin,login,2016/8/15 11:20
24685,8027,person,weixin,login,2016/9/11 19:26
1439,8028,person,weixin,login,2016/8/15 9:45
5667,8030,worker,weixin,login,2016/8/20 7:25
2860,8031,worker,weixin,login,2016/8/16 18:05
5247,8038,person,weixin,login,2016/8/19 16:24
1091,8042,worker,android,knockoff,2016/8/9 20:46
6559,8043,worker,weixin,login,2016/8/20 23:08
1381,8044,worker,weixin,login,2016/8/15 7:47
1465,8046,person,weixin,login,2016/8/15 10:14
43343,8047,merchant,weixin,login,2016/10/6 15:45
15360,8052,worker,weixin,login,2016/9/1 8:24
5749,8054,person,weixin,login,2016/8/20 10:01
15245,8055,worker,weixin,login,2016/8/31 21:52
52854,8057,worker,weixin,login,2016/10/18 12:28
21598,8060,worker,weixin,login,2016/9/7 20:12
2916,8061,person,weixin,login,2016/8/16 18:48
27202,8062,worker,weixin,login,2016/9/14 19:31
22087,8063,worker,weixin,login,2016/9/8 13:53
1699,8064,person,weixin,login,2016/8/15 14:46
12161,8066,person,weixin,login,2016/8/28 13:01
7959,8067,worker,weixin,login,2016/8/23 9:15
15678,8070,worker,weixin,login,2016/9/1 11:57
8089,8071,person,weixin,login,2016/8/23 13:03
1688,8072,worker,weixin,login,2016/8/15 14:42
5263,8074,person,weixin,login,2016/8/19 16:38
14868,8075,merchant,weixin,login,2016/8/31 16:20
1437,8077,person,weixin,login,2016/8/15 9:41
47912,8078,person,weixin,login,2016/10/12 11:41
15090,8079,worker,weixin,login,2016/8/31 19:49
9322,8081,person,weixin,login,2016/8/24 19:43
13379,8083,person,weixin,login,2016/8/29 18:19
6056,8084,person,weixin,login,2016/8/20 13:50
2927,8085,worker,weixin,login,2016/8/16 19:07
23635,8086,person,weixin,login,2016/9/10 11:30
25144,8088,person,weixin,login,2016/9/12 14:18
47919,8089,worker,weixin,login,2016/10/12 11:46
4408,8090,worker,weixin,login,2016/8/18 17:02
1911,8091,worker,weixin,login,2016/8/15 19:28
3587,8092,worker,weixin,login,2016/8/17 16:36
4196,8093,worker,weixin,login,2016/8/18 12:59
1137,8094,worker,android,knockoff,2016/8/10 22:50
1540,8094,worker,weixin,login,2016/8/15 11:46
4339,8096,person,weixin,login,2016/8/18 15:39
2583,8097,person,weixin,login,2016/8/16 14:33
3435,8101,person,weixin,login,2016/8/17 13:52
1992,8104,worker,weixin,login,2016/8/15 22:07
16422,8108,worker,ios,knockoff,2016/9/2 3:02
2853,8108,person,weixin,login,2016/8/16 18:00
2058,8109,person,weixin,login,2016/8/16 6:59
12133,8110,worker,weixin,login,2016/8/28 12:27
3744,8112,person,weixin,login,2016/8/17 19:07
5948,8114,person,weixin,login,2016/8/20 12:07
7633,8115,person,weixin,login,2016/8/22 15:44
10558,8119,worker,weixin,login,2016/8/26 14:01
50674,8121,worker,weixin,login,2016/10/15 13:12
8474,8122,worker,android,knockoff,2016/8/23 19:13
7137,8122,worker,weixin,login,2016/8/21 21:33
10250,8123,person,weixin,login,2016/8/25 23:24
8986,8124,person,weixin,login,2016/8/24 13:40
4194,8125,worker,weixin,login,2016/8/18 12:54
10134,8126,worker,weixin,login,2016/8/25 19:50
50236,8127,worker,weixin,login,2016/10/14 18:46
4580,8129,worker,weixin,login,2016/8/18 20:44
4096,8130,worker,weixin,login,2016/8/18 11:26
4088,8131,worker,weixin,login,2016/8/18 11:17
2532,8132,person,weixin,login,2016/8/16 13:50
1900,8133,person,weixin,login,2016/8/15 19:09
1466,8134,person,weixin,login,2016/8/15 10:14
3373,8135,merchant,weixin,login,2016/8/17 12:39
40266,8136,worker,weixin,login,2016/9/30 18:34
15069,8137,worker,weixin,login,2016/8/31 19:40
22135,8139,person,weixin,login,2016/9/8 14:27
39718,8141,person,weixin,login,2016/9/30 1:06
47892,8142,worker,weixin,login,2016/10/12 11:24
1371,8143,worker,weixin,login,2016/8/15 6:55
27027,8145,person,weixin,login,2016/9/14 17:20
2855,8146,worker,weixin,login,2016/8/16 18:01
2434,8147,person,weixin,login,2016/8/16 12:35
35844,8148,person,weixin,login,2016/9/25 21:08
10107,8149,worker,weixin,login,2016/8/25 19:28
13976,8151,person,weixin,login,2016/8/30 13:20
18510,8152,person,weixin,login,2016/9/4 12:58
1724,8153,worker,weixin,login,2016/8/15 15:12
6824,8154,worker,weixin,login,2016/8/21 12:47
1357,8156,person,weixin,login,2016/8/15 0:32
35914,8158,worker,weixin,login,2016/9/25 23:27
20534,8163,person,weixin,login,2016/9/6 17:43
14518,8164,worker,weixin,login,2016/8/30 23:55
15034,8166,worker,weixin,login,2016/8/31 19:25
2391,8168,person,weixin,login,2016/8/16 12:03
30811,8170,worker,android,knockoff,2016/9/20 9:45
4524,8170,worker,weixin,login,2016/8/18 19:22
15279,8171,worker,weixin,login,2016/8/31 22:32
1754,8172,worker,weixin,login,2016/8/15 16:07
19901,8173,worker,android,knockoff,2016/9/6 8:01
16750,8173,worker,weixin,login,2016/9/2 14:59
22294,8174,worker,weixin,login,2016/9/8 16:23
1737,8175,worker,weixin,login,2016/8/15 15:31
13755,8176,merchant,weixin,login,2016/8/30 10:14
28852,8179,merchant,weixin,login,2016/9/17 16:31
2036,8180,person,weixin,login,2016/8/16 0:44
34243,8181,worker,android,knockoff,2016/9/24 8:04
2987,8182,person,weixin,login,2016/8/16 20:10
43585,8184,worker,weixin,login,2016/10/6 20:07
10975,8187,person,weixin,login,2016/8/26 19:35
3203,8188,person,weixin,login,2016/8/17 9:39
2536,8189,person,weixin,login,2016/8/16 13:54
1778,8191,person,weixin,login,2016/8/15 16:33
3789,8192,person,weixin,login,2016/8/17 20:16
19000,8194,person,weixin,login,2016/9/5 8:05
5507,8195,worker,weixin,login,2016/8/19 20:23
10469,8196,person,weixin,login,2016/8/26 12:15
13641,8197,person,weixin,login,2016/8/30 2:09
2942,8198,person,weixin,login,2016/8/16 19:28
5752,8199,person,weixin,login,2016/8/20 10:02
1739,8200,worker,weixin,login,2016/8/15 15:33
1853,8204,worker,weixin,login,2016/8/15 18:12
23299,8207,person,weixin,login,2016/9/9 19:41
33750,8208,person,weixin,login,2016/9/23 12:32
9427,8209,person,weixin,login,2016/8/24 22:23
2803,8210,person,weixin,login,2016/8/16 17:27
15037,8211,merchant,weixin,login,2016/8/31 19:25
9331,8213,person,weixin,login,2016/8/24 19:58
